text,tagged_sentence,label
Party leaders here have requested educational institutions and other private establishments in twin cities to cooperate with them and make bandh successful .,NoTag,0
"S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that schools would be closed in anticipation of tense situation due to bandh .","<effect>S. Sreenivas Reddy, convenor, Andhra Pradesh Recognised Private Schools Managements Association, has said that schools would be closed</effect> <trigger>in anticipation of</trigger> <cause>tense situation due to bandh</cause>",1
"During the recent country-wide bandh called by all the Opposition parties in protest against the fuel price hikes , most firms asked their staff to work from home .","<cause>During the recent country-wide bandh called by all the Opposition parties in protest against the fuel price hikes</cause>, <effect>most firms asked their staff to work from home</effect>",1
"OU counselling Osmania University has rescheduled the counselling for the postgraduate courses , which was to start on Monday , due to the TDP bandh .","<effect>OU counselling Osmania University has rescheduled the counselling for the postgraduate courses, which was to start on Monday</effect>, <trigger>due to</trigger> <cause>the TDP bandh</cause>.",1
Normal life hit in Central Assam by bandh over AIIMS 19th July 2016 05:10 PM MORIGAON : Normal life in Central Assam was today affected by a 12 - hour bandh called by several organisations to press their demands for setting up AIIMS at Raha and a judicial inquiry into the death of a person in clashes between police and protesters there three days back .,<effect>Normal life in Central Assam was today affected</effect> <trigger>by</trigger> <cause>a 12-hour bandh called by several organisations to press their demands for setting up AIIMS at Raha and a judicial inquiry into the death of a person in clashes between police and protesters there three days back</cause>,1
"Shops and business establishments , educational institutions , banks and private offices remained closed in Morigaon district and parts of Nagaon and Kamrup ( East ) districts in response to the bandh from 5 AM called by the All Tiwa Students Union ( ATSU ) and three other organisations in support of their demands .","<effect>Shops and business establishments, educational institutions, banks and private offices remained closed in Morigaon district and parts of Nagaon and Kamrup (East) districts</effect> <trigger>in response to</trigger> <cause>the bandh from 5 AM called by the All Tiwa Students Union (ATSU) and three other organisations in support of their demands</cause>",1
"National Highway -37 was blocked by protesters at several places , while vehicles remained off the roads in the affected areas , officials said .","<effect>National Highway-37 was blocked by <cause>protesters</cause> at several places, while vehicles remained off the roads in the affected areas</effect>, officials said.",1
"On July 16 , one person identified as Mintu Deori was killed during a protest while 20 others , including two Additional SPs , were injured in clashes between police and protesters demanding shifting of proposed AIIMS in Assam from Changsari to Raha .","<effect>On July 16, one person identified as Mintu Deori was killed during a protest while 20 others, including two Additional SPs, were injured</effect> <trigger>in</trigger> <cause>clashes between police and protesters demanding shifting of proposed AIIMS in Assam from Changsari to Raha</cause>",1
"Mahant Jugal Kishore Shastri , a priest with the Ayodhya-based Saryu Kunj temple , said : "" At this stage , if other religious leaders from different parts of the country also come forward and join hands to work out an amicable settlement of the Ayodhya issue , I personally feel that the Ansari 's move would definitely produce the desirable result . "" A special three-judge bench of the Allahabad High Court 's Lucknow bench Thursday by a majority verdict ruled that the place where the Babri Masjid in Ayodhya stood , before it was razed by Hindu mobs in 1992 , was indeed the birthplace of Hindu god Ram .","Mahant Jugal Kishore Shastri, a priest with the Ayodhya-based Saryu Kunj temple, said: 'At this stage, <trigger>if</trigger> <cause>other religious leaders from different parts of the country also come forward and join hands to work out an amicable settlement of the Ayodhya issue</cause>, <effect>I personally feel that the Ansari's move would definitely produce the desirable result</effect>.'<effect> A special three-judge bench of the Allahabad High Court's Lucknow bench Thursday by a majority verdict ruled that the place where the Babri Masjid in Ayodhya stood, before it was razed by Hindu mobs in 1992, was indeed the birthplace of Hindu god Ram</effect>.",1
"KOCHI : DYFI , Youth Congress activists clash October 11 , 2011 00:00 IST The prevailing tension between members of the Democratic Youth Federation of India ( DYFI ) and Youth Congress turned into full scale violence at Alinchuvadu Junction near Vennala on Monday evening .",NoTag,0
Violence broke out when DYFI members protested against a Youth Congress meeting being held at the junction .,<effect>Violence broke out</effect> <trigger>when</trigger> <cause>DYFI members protested against a Youth Congress meeting being held at the junction</cause>,1
Power in the area was switched off and the activists threw stones at each other .,NoTag,0
Only a sub-inspector and four policemen were present at the spot as the bulk of the police force was deployed in the city centre in view of a protest march at the High Court junction against the police action on activists of the Students Federation of India at Kozhikode .,<effect>Only a sub-inspector and four policemen were present at the spot</effect> <trigger>as</trigger> <cause>the bulk of the police force was deployed in the city centre in view of a protest march at the High Court junction against the police action on activists of the Students Federation of India at Kozhikode</cause>,1
The agitators damaged the jeep belonging to the Palarivattom police .,NoTag,0
"Following the incident , police officials including Sunil Jacob , Assistant Commissioner of Police , Ernakulam ; and D.S. Suneesh Babu , Circle Inspector , Town Central , reached the spot .","<trigger>Following</trigger> <cause>the incident</cause>, <effect>police officials including Sunil Jacob, Assistant Commissioner of Police, Ernakulam; and D.S. Suneesh Babu, Circle Inspector, Town Central, reached the spot</effect>.",1
"VISAKHAPATNAM Rallies , meetings mark May Day fete May 02 , 2017 00:00 IST Anti-labour policies of Centre , State government criticised Rallies and meetings marked May Day celebrations by various trade unions with focus on taking up a united fight against NDA Government ’ s alleged attempts to dilute labour welfare policies .",NoTag,0
